name,line
COOPER," Thank you very much for being here. We’re going to begin with a question from one of the members in our town hall. Each of you will have two minutes to respond to this question. Secretary Clinton, you won the coin toss, so you’ll go first. Our first question comes from Patrice Brock. Patrice?"
QUESTION," Thank you, and good evening. The last presidential debate could have been rated as MA, mature audiences, per TV parental guidelines. Knowing that educators assign viewing the presidential debates as students’ homework, do you feel you’re modeling appropriate and positive behavior for today’s youth?"
CLINTON," Well, thank you. Are you a teacher? Yes, I think that that’s a very good question, because I’ve heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign."
COOPER," Secretary Clinton, thank you. Mr. Trump, you have two minutes."
TRUMP," Well, I actually agree with that. I agree with everything she said. I began this campaign because I was so tired of seeing such foolish things happen to our country. This is a great country. This is a great land. I’ve gotten to know the people of the country over the last year-and-a-half that I’ve been doing this as a politician. I cannot believe I’m saying that about myself, but I guess I have been a politician."
COOPER," Thank you, Mr. Trump. The question from Patrice was about are you both modeling positive and appropriate behavior for today’s youth? We received a lot of questions online, Mr. Trump, about the tape that was released on Friday, as you can imagine. You called what you said locker room banter. You described kissing women without consent, grabbing their genitals. That is sexual assault. You bragged that you have sexually assaulted women. Do you understand that?"
TRUMP," No, I didn’t say that at all. I don’t think you understood what was—this was locker room talk. I’m not proud of it. I apologize to my family. I apologize to the American people. Certainly, I’m not proud of it. But this is locker room talk."
COOPER," So, Mr. Trump…"
TRUMP, And we should get on to much more important things and much bigger things.
COOPER," Just for the record, though, are you saying that what you said on that bus 11 years ago that you did not actually kiss women without consent or grope women without consent?"
TRUMP, I have great respect for women. Nobody has more respect for women than I do.
COOPER," So, for the record, you’re saying you never did that?"
TRUMP," I’ve said things that, frankly, you hear these things I said. And I was embarrassed by it. But I have tremendous respect for women."
COOPER, Have you ever done those things?
TRUMP," And women have respect for me. And I will tell you: No, I have not. And I will tell you that I’m going to make our country safe. We’re going to have borders in our country, which we don’t have now. People are pouring into our country, and they’re coming in from the Middle East and other places."
COOPER," Thank you, Mr. Trump."
TRUMP," Right now, other nations are taking our jobs and they’re taking our wealth."
COOPER," Thank you, Mr. Trump."
TRUMP, And that’s what I want to talk about.
COOPER," Secretary Clinton, do you want to respond?"
CLINTON," Well, like everyone else, I’ve spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve."
RADDATZ, And we want to get to some questions from online…
TRUMP, Am I allowed to respond to that? I assume I am.
RADDATZ," Yes, you can respond to that."
TRUMP," It’s just words, folks. It’s just words. Those words, I’ve been hearing them for many years. I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
RADDATZ," Mr. Trump, Mr. Trump—I want to get to audience questions and online questions."
TRUMP," So, she’s allowed to do that, but I’m not allowed to respond?"
RADDATZ, You’re going to have—you’re going to get to respond right now.
TRUMP, Sounds fair.
RADDATZ," This tape is generating intense interest. In just 48 hours, it’s become the single most talked about story of the entire 2016 election on Facebook, with millions and millions of people discussing it on the social network. As we said a moment ago, we do want to bring in questions from voters around country via social media, and our first stays on this topic. Jeff from Ohio asks on Facebook, “Trump says the campaign has changed him. When did that happen?” So, Mr. Trump, let me add to that. When you walked off that bus at age 59, were you a different man or did that behavior continue until just recently? And you have two minutes for this."
TRUMP," It was locker room talk, as I told you. That was locker room talk. I’m not proud of it. I am a person who has great respect for people, for my family, for the people of this country. And certainly, I’m not proud of it. But that was something that happened."
RADDATZ," Can we please hold the applause? Secretary Clinton, you have two minutes."
CLINTON," Well, first, let me start by saying that so much of what he’s just said is not right, but he gets to run his campaign any way he chooses. He gets to decide what he wants to talk about. Instead of answering people’s questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that’s his choice."
